numero_de_cliente	foto_mes	prob
12227777	202106	1.03624978983196e-08
12228044	202106	2.85639794184723e-09
12228272	202106	9.31264017832422e-10
12228656	202106	6.02173217731054e-09
12228667	202106	7.03532953183324e-10
12229090	202106	6.36194069932416e-09
12229226	202106	2.04348162671633e-08
12229503	202106	1.18756792669883e-06
12229876	202106	3.1120984305722e-08
12230289	202106	7.33331229106627e-09
12230673	202106	1.21684824843948e-06
12230734	202106	1.24812201769595e-09
12231193	202106	5.23722750835708e-06
12231731	202106	8.00712676292493e-10
12231841	202106	1.01413972919101e-07
12232300	202106	2.63033765490714e-06
12232442	202106	7.28932504107783e-10
12232478	202106	1.49538465649196e-06
12232503	202106	1.6349367987057e-08
12233069	202106	1.04455774438752e-07
12233186	202106	7.99573274768305e-07
12233328	202106	0.000114727912031882
12233439	202106	9.964908600306e-08
12233819	202106	8.62454766777411e-08
12233943	202106	2.35715997781709e-06
12234584	202106	4.76405820710993e-08
12234687	202106	1.24888265777335e-08
12234890	202106	1.42663119969372e-07
12235161	202106	6.13336831785622e-08
12235182	202106	0.000896745939420874
12235396	202106	5.41703876020815e-10
12236157	202106	7.300512042274e-08
12236178	202106	3.87339640636414e-06
12236755	202106	2.34006735114563e-05
12236883	202106	8.05512091027444e-08
12237118	202106	5.41538199398211e-09
12237199	202106	2.52068708390357e-10
12237256	202106	3.53243809496888e-08
12237289	202106	2.30523987688983e-10
12237598	202106	6.79582734724067e-10
12237623	202106	5.03282238369062e-08
12237626	202106	9.11195520670334e-06
12237726	202106	1.50731446934185e-08
12237936	202106	0.00109634924359069
12238292	202106	1.49117270133824e-06
12238345	202106	6.73014056263843e-07
12238438	202106	5.78367035214579e-08
12238484	202106	6.08881684982455e-08
12238637	202106	5.25528419700062e-09
12239011	202106	1.23788266743734e-07
12239061	202106	8.45277778261402e-09
12239402	202106	3.05079561574114e-06
12239487	202106	2.4465863484303e-09
12239519	202106	8.6480165023832e-08
12239701	202106	7.00194639999952e-08
12239893	202106	5.49606771085667e-08
12239903	202106	1.76962909700847e-07
12240131	202106	1.12652441403695e-07
12240139	202106	5.16966552816098e-06
12240323	202106	2.90707900099542e-07
12241056	202106	4.48986376180635e-11
12241295	202106	4.81403154899714e-07
12241363	202106	1.37648324658044e-11
12241733	202106	1.23769080656677e-07
12242309	202106	1.44052908552531e-06
12242401	202106	6.4086731124277e-06
12242483	202106	0.0115169894040426
12242619	202106	3.6140805780978e-08
12242761	202106	1.0983090492103e-06
12242789	202106	3.90011373534259e-08
12242981	202106	1.49401729618196e-06
12243206	202106	0.0478696060955896
12243309	202106	3.22385060803906e-09
12243462	202106	2.0598707545796e-09
12243558	202106	1.41823221238022e-12
12243658	202106	3.59133588422591e-10
12244497	202106	4.35663309478039e-08
12244508	202106	9.88152660751195e-07
12244682	202106	2.5624892604966e-05
12245017	202106	1.61426911639993e-06
12245223	202106	2.00256075469807e-06
12245291	202106	3.09463668419928e-06
12245451	202106	6.92284871629872e-07
12245800	202106	2.23519052133938e-06
12245899	202106	2.1612232062254e-07
12246312	202106	2.28674127467925e-05
12246341	202106	1.41479439522052e-07
12246551	202106	0.0223520694360841
12246764	202106	1.96170944304856e-05
12247600	202106	1.02338163599153e-06
12247750	202106	1.2662165588661e-06
12247917	202106	5.5972434295256e-06
12248668	202106	1.05569331947459e-07
12249561	202106	2.11861210302364e-07
12249959	202106	4.52712975649943e-07
12250002	202106	1.80267456819373e-10
12250386	202106	5.17427711687031e-05
12250763	202106	1.53933300082096e-06
12250813	202106	2.13217650037862e-07
12250820	202106	1.46659492361115e-09
12251322	202106	2.04871949531116e-06
12251475	202106	1.04624975599784e-06
12251486	202106	1.23279583880617e-08
12251621	202106	7.2209316491856e-07
12252059	202106	1.26719864474676e-05
12252165	202106	5.69418430225635e-09
12253048	202106	0.00289677253145889
12253293	202106	5.79139831275629e-07
12253325	202106	5.85811297248367e-09
12253439	202106	5.13152897432776e-05
12253653	202106	0.0707498211824038
12253688	202106	2.6750375752251e-07
12253717	202106	5.12666708785057e-10
12253852	202106	2.91613082234242e-06
12254268	202106	0.0112640886424734
12254332	202106	2.43055056814493e-08
12254403	202106	2.98789763227089e-07
12254731	202106	2.22174004681895e-05
12254749	202106	4.10414516821322e-06
12254891	202106	4.49941236921618e-08
12255176	202106	8.03818289442982e-07
12255179	202106	3.18714729094789e-07
12255350	202106	1.91230843590129e-05
12255553	202106	2.33823508229883e-08
12255563	202106	5.58983916727735e-10
12255738	202106	7.17609405909908e-09
12256072	202106	6.10923297910281e-07
12256524	202106	4.95474562731051e-10
12256673	202106	1.34417536731817e-06
12256677	202106	8.18254152692185e-08
12256684	202106	8.11403927249827e-06
12256862	202106	8.97482888230011e-08
12257033	202106	0.00128961675626292
12257780	202106	2.5418397700719e-09
12257816	202106	1.31211579263869e-09
12258463	202106	6.91661097784792e-06
12258766	202106	1.54502110914278e-06
12258826	202106	2.69867247420142e-07
12258890	202106	7.69271578915435e-08
12259164	202106	6.38647984263738e-06
12259431	202106	0.000239133767357871
12259566	202106	2.59439646160075e-06
12260573	202106	1.58711046076557e-05
12261057	202106	3.65995256577829e-07
12261150	202106	5.94998521747433e-09
12261499	202106	0.00903418698954836
12261904	202106	1.05940656094531e-06
12261993	202106	2.29854010839024e-10
12262395	202106	7.45720686213882e-05
12262786	202106	2.94205002550562e-05
12262915	202106	3.19237857774957e-09
12263021	202106	2.40357516191968e-07
12263488	202106	8.07493847722102e-10
12264036	202106	5.04003600988199e-08
12264149	202106	1.73066605088424e-09
12264445	202106	1.42112650821647e-10
12265003	202106	6.36726172450885e-08
12265085	202106	1.89030418847863e-05
12265850	202106	1.62602365858287e-10
12266281	202106	3.44397886437509e-08
12266509	202106	7.08776555528483e-08
12266686	202106	0.000241996730948406
12266832	202106	9.17884440055711e-07
12266996	202106	1.38824583491423e-06
12267110	202106	1.61554560439213e-11
12267224	202106	1.18669979502521e-09
12267597	202106	9.1995230025725e-12
12267669	202106	8.40293570229775e-09
12268021	202106	3.81084448063137e-09
12268046	202106	3.18375443640548e-08
12268398	202106	5.31441976428027e-10
12268401	202106	1.91026246508939e-07
12268700	202106	6.72266406849252e-07
12268722	202106	1.02927995220959e-06
12268789	202106	2.33010578325699e-06
12269409	202106	2.42573244719202e-08
12269543	202106	6.23660134099271e-08
12269732	202106	4.0465276201478e-09
12269800	202106	1.62894311317729e-07
12270074	202106	4.41811228567621e-10
12270636	202106	7.21049397379044e-09
12270647	202106	9.9648105705808e-10
12271173	202106	5.80824224030264e-08
12271213	202106	2.99423946573905e-09
12271319	202106	1.83255508028551e-07
12271504	202106	1.88365012715565e-06
12271600	202106	5.09240380902188e-08
12271817	202106	5.36526938348881e-08
12272049	202106	5.37962486320718e-08
12272077	202106	1.69543660474314e-09
12272184	202106	0.0073069486743251
12272251	202106	8.23833164234934e-08
12272568	202106	9.08972798240375e-08
12273166	202106	6.12879831173649e-07
12273508	202106	2.64458185043457e-07
12273781	202106	2.45136855131965e-06
12273970	202106	4.16936815924652e-06
12274116	202106	6.85603364454291e-09
12274386	202106	1.84664952506721e-06
12274454	202106	1.24852323625039e-08
12274500	202106	7.53300024426067e-07
12274593	202106	1.01276543542139e-07
12274603	202106	2.2126130232258e-06
12274618	202106	1.91899407212126e-07
12274692	202106	2.56178050114491e-07
12274806	202106	5.62360399444264e-09
12274931	202106	6.05369478668882e-06
12275351	202106	7.27113999319683e-08
12275550	202106	1.76628826161533e-08
12275586	202106	1.20310663522948e-07
12276301	202106	1.13669881562499e-06
12276493	202106	5.53837025630624e-09
12276838	202106	1.25256218216054e-05
12277069	202106	4.52846896209611e-06
12277596	202106	1.32723795097764e-07
12278226	202106	4.05874868677373e-06
12278272	202106	9.76955258191744e-06
12278297	202106	1.00927131427979e-08
12278436	202106	4.25584028730029e-08
12278639	202106	5.65911583969344e-07
12279560	202106	6.03385496400085e-07
12280321	202106	8.71637988739539e-07
12280528	202106	9.09945664357825e-06
12281037	202106	7.63422497036543e-06
12281218	202106	1.39919529522411e-08
12281442	202106	1.22715584662132e-06
12281453	202106	2.4237537950292e-07
12281513	202106	4.70775275394806e-08
12281556	202106	6.50375258252057e-09
12281638	202106	9.99887918865551e-11
12281702	202106	2.00963567698295e-07
12281859	202106	1.44159443727016e-08
12282898	202106	5.23524932171327e-06
12282919	202106	1.27213772143577e-07
12283275	202106	8.06986820097695e-07
12283460	202106	2.1441005869633e-06
12283649	202106	1.83381466319531e-09
12284026	202106	0.000114146970160563
12284278	202106	0.000247390911056974
12284360	202106	2.96833657776706e-08
12284363	202106	0.000152610941806081
12284791	202106	3.47486054944114e-08
12284819	202106	4.10074442275049e-09
12285253	202106	7.11462397364767e-06
12285858	202106	1.32171533734814e-08
12286267	202106	1.58989382702902e-09
12286413	202106	4.02972675224764e-08
12286630	202106	2.56603595219651e-05
12287306	202106	1.34944432330745e-08
12287751	202106	6.06736117169112e-06
12288189	202106	7.58987215655514e-09
12288335	202106	1.18086093340189e-09
12288356	202106	4.83362083272156e-11
12288445	202106	1.41154863689456e-08
12288587	202106	2.04971345624306e-07
12288630	202106	2.69533839520239e-09
12288751	202106	7.62263176474466e-06
12289110	202106	2.83349989449589e-07
12289167	202106	9.24331362988654e-09
12289171	202106	1.93459633263029e-08
12289566	202106	9.66675033439485e-08
12289929	202106	4.67969944226484e-07
12290103	202106	1.98510625710439e-07
12290160	202106	1.4978881727098e-07
12290466	202106	1.32608434941933e-08
12290477	202106	7.62209206788249e-08
12290651	202106	2.98165274449591e-06
12290687	202106	0.000242121576584938
12290801	202106	4.42321001855002e-08
12291320	202106	1.63267422195706e-10
12291331	202106	2.3440986658254e-09
12291345	202106	3.22241516858208e-05
12291605	202106	5.11844855273915e-09
12291697	202106	2.49698333147579e-10
12291929	202106	3.90339063846799e-09
12292316	202106	6.18057659159807e-08
12292565	202106	2.37899022886552e-10
12292711	202106	6.19824875268292e-08
12292736	202106	1.40355292438028e-06
12293142	202106	4.76673946624916e-09
12293295	202106	8.24575025628367e-07
12293868	202106	3.91863942871697e-09
12294814	202106	6.49629832988224e-07
12295078	202106	7.12124873254657e-07
12295227	202106	1.61268460327605e-05
12295273	202106	0.000159158948852522
12295860	202106	6.22203357741999e-05
12295874	202106	1.3102651490679e-06
12295971	202106	8.26658117357002e-08
12296003	202106	6.83675392308377e-06
12296184	202106	7.60253596005773e-05
12296188	202106	7.02100637697532e-07
12296622	202106	7.44437200341909e-08
12296757	202106	1.63912434796396e-07
12297006	202106	0.000213932343427218
12297490	202106	4.50240486838323e-09
12297995	202106	8.81598783599797e-09
12298411	202106	3.70318603252957e-07
12298686	202106	1.03266249107917e-07
12298931	202106	1.09016857279397e-05
12298949	202106	9.18308626072737e-09
12299536	202106	1.50019921441656e-07
12300116	202106	1.68185179193501e-07
12300162	202106	1.29531213232749e-09
12300361	202106	7.21905912516407e-10
12300404	202106	2.11232653743462e-08
12300468	202106	0.0023440444682121
12300500	202106	1.37168936737404e-07
12300586	202106	1.70441551780258e-06
12300749	202106	4.96371598634011e-09
12300781	202106	2.00120251598303e-10
12300821	202106	2.09947100232863e-07
12300916	202106	9.03181589393629e-06
12301212	202106	4.02078725587186e-07
12301216	202106	2.15187139101446e-07
12301279	202106	2.1053649811866e-08
12301767	202106	8.98149046602184e-07
12302002	202106	1.98352009797001e-06
12302351	202106	8.91175476497388e-07
12302564	202106	1.34119066471463e-07
12302575	202106	3.75714011178391e-07
12303973	202106	6.06071842208972e-07
12304304	202106	0.00106884875008007
12304443	202106	3.94704319787766e-08
12304535	202106	1.6441550475663e-07
12304649	202106	5.73365975052378e-07
12305603	202106	1.72920364600654e-08
12305731	202106	1.51842294851901e-06
12305862	202106	1.22813001179777e-11
12305980	202106	9.07945619719085e-08
12306048	202106	1.21314827416651e-07
12306133	202106	8.47147053483049e-07
12306396	202106	9.90488109158847e-05
12306481	202106	1.07071826198043e-06
12306492	202106	4.87230514345e-07
12306848	202106	1.05704587815742e-07
12307136	202106	4.8384778270013e-10
12307229	202106	5.1157825311642e-07
12307414	202106	1.57454328336721e-08
12307539	202106	1.92669946952731e-07
12307659	202106	2.02469433248443e-08
12307937	202106	2.60085103672642e-08
12308940	202106	4.74351255382441e-06
12309385	202106	4.18238188620446e-07
12309549	202106	2.47689594277655e-09
12309951	202106	3.57951113993602e-08
12309972	202106	7.96189853536907e-09
12310043	202106	3.33122261926403e-07
12310065	202106	9.62965822252728e-08
12310214	202106	3.32957328773106e-06
12310648	202106	3.56328816671187e-06
12310709	202106	8.04921371182357e-05
12310766	202106	9.32553211493974e-06
12310862	202106	8.41241100242429e-08
12311232	202106	2.48405920893847e-08
12311477	202106	5.06911525776231e-08
12311581	202106	3.4803099554563e-08
12311637	202106	0.00100397254641073
12311893	202106	2.97837509946472e-08
12311965	202106	1.33392513314786e-05
12312346	202106	5.27785169841008e-07
12312833	202106	5.2663594874354e-06
12313278	202106	2.7929159945002e-09
12313716	202106	9.6163905321198e-08
12313748	202106	1.03792531246807e-05
12314406	202106	4.12261777805779e-09
12314527	202106	1.03046827268411e-05
12314633	202106	1.97255509712328e-07
12314833	202106	1.97096986586586e-10
12315551	202106	3.45608228636719e-06
12315580	202106	1.74931590575079e-08
12315598	202106	2.25819249475015e-05
12315761	202106	1.07104176357263e-06
12315790	202106	3.27793583338271e-05
12315847	202106	6.31526798070152e-08
12315889	202106	4.25537497996046e-09
12316142	202106	2.77980846797317e-08
12316427	202106	9.91321182764152e-07
12316480	202106	3.89448370044698e-06
12317537	202106	3.02658365064781e-08
12317548	202106	2.12312029381324e-08
12317929	202106	8.30615312335695e-11
12318256	202106	1.58332370969515e-07
12318437	202106	3.32885570508621e-08
12318533	202106	2.11359528864603e-07
12318558	202106	2.67942865012624e-08
12318633	202106	2.32544985357683e-07
12318843	202106	1.766412400337e-08
12319401	202106	3.56273219892971e-08
12319565	202106	9.61893484413583e-09
12319743	202106	3.49926645811382e-06
12319893	202106	6.16892616586262e-06
12319939	202106	1.37337082197772e-05
12321170	202106	3.10170586782076e-09
12321227	202106	0.000124802536682413
12321458	202106	6.43485501872071e-08
12321924	202106	1.39472887608294e-09
12322461	202106	1.90910828092094e-05
12322711	202106	1.61575865432068e-08
12322807	202106	1.02056854855296e-07
12323109	202106	1.11223385850166e-06
12323138	202106	3.23257618576449e-07
12323205	202106	5.08876073763777e-06
12323461	202106	8.09659550706911e-10
12323778	202106	1.7421539449879e-05
12324330	202106	1.40921209615998e-07
12324603	202106	1.82541748797149e-06
12324693	202106	1.93172242888311e-06
12324938	202106	1.26970889075666e-08
12325073	202106	1.63538030768252e-07
12325401	202106	2.51892857496268e-10
12325422	202106	7.7428108385418e-07
12325945	202106	2.33793842315476e-09
12326169	202106	2.81591759276455e-08
12326223	202106	2.79207442562471e-08
12326632	202106	3.55284637011639e-07
12326664	202106	1.37847226946669e-07
12326724	202106	1.6857286327995e-08
12326763	202106	1.80039941697694e-08
12326774	202106	1.6464470236322e-09
12326817	202106	3.74267512031479e-05
12326945	202106	0.000340833216633419
12327109	202106	2.44480575190057e-05
12327436	202106	7.0271353118636e-07
12327977	202106	5.62686032346035e-10
12328308	202106	2.32019776569175e-06
12328582	202106	3.39345013016868e-06
12329308	202106	5.30854346042314e-09
12329557	202106	6.01785797765349e-08
12329628	202106	2.3417799318428e-08
12329667	202106	2.41945310091463e-06
12329951	202106	3.4735595294386e-05
12329969	202106	1.40318429789591e-09
12330240	202106	6.48358628560111e-07
12330823	202106	1.67044192729829e-06
12330962	202106	6.43401253724574e-06
12331723	202106	9.45474258076413e-08
12331756	202106	1.39593040147111e-06
12332026	202106	1.07192036928264e-09
12332215	202106	8.36021477787029e-09
12332955	202106	7.81572680775225e-09
12333001	202106	4.38587412229074e-05
12333222	202106	1.84104136724861e-09
12333382	202106	0.000112950070654129
12333645	202106	3.85631575110712e-05
12333851	202106	1.9775080563769e-06
12334293	202106	3.38706149691087e-09
12334335	202106	3.68751434520598e-06
12334691	202106	6.98506874921757e-08
12334894	202106	9.57980087457323e-08
12334954	202106	3.35300813349059e-07
12335036	202106	5.62223652549133e-09
12335858	202106	9.43464016382014e-10
12335933	202106	2.82441629735464e-06
12336481	202106	2.60463448862265e-07
12336549	202106	3.89078922322226e-07
12336559	202106	1.49437429068265e-05
12336983	202106	7.63257050272792e-06
12337189	202106	3.9646287499542e-07
12337228	202106	4.5509025580776e-10
12337310	202106	1.07006345044999e-06
12337353	202106	3.69072449492818e-08
12337488	202106	0.0033293754954755
12338310	202106	4.36174836019471e-11
12338737	202106	9.94823460885379e-06
12338819	202106	1.94098205635726e-07
12338965	202106	1.13770894474066e-08
12338989	202106	0.00241813731519552
12339538	202106	1.34316302117904e-07
12339662	202106	4.80081912056025e-09
12339858	202106	2.9196573910772e-08
12339876	202106	7.88581739151761e-09
12339982	202106	9.96401415655904e-09
12340519	202106	1.51369496271837e-06
12340666	202106	1.01089221039457e-09
12340715	202106	1.38202612152941e-07
12340772	202106	3.17091179123421e-07
12341601	202106	1.37757008107025e-07
12341658	202106	1.2132946630736e-10
12341953	202106	6.07566360027629e-08
12342309	202106	0.00102647093525659
12342427	202106	2.21041606558617e-07
12343288	202106	0.00416542482726157
12343366	202106	9.99624044930721e-09
12343612	202106	1.18341421549112e-05
12343669	202106	2.1755180564314e-07
12344103	202106	4.2343626777549e-09
12344416	202106	3.07884580907489e-07
12344466	202106	6.31447346042461e-09
12344636	202106	0.000324414807538405
12344750	202106	4.39206445609815e-07
12344829	202106	5.21417737321562e-09
12344907	202106	2.24409193250249e-06
12345006	202106	2.58726652059595e-05
12345131	202106	6.06559955273652e-09
12345366	202106	1.03348090419736e-08
12345462	202106	2.15691508214047e-09
